route_id,date,rate_usd_per_t,data_origin
2,2026-04-16,23.91,synthetic
2,2026-04-17,24.39,synthetic
2,2026-04-18,23.7,synthetic
2,2026-04-19,23.54,synthetic
2,2026-04-20,24.13,synthetic
2,2026-04-21,24.22,synthetic
2,2026-04-22,24.66,synthetic
2,2026-04-23,24.59,synthetic
2,2026-04-24,24.73,synthetic
2,2026-04-25,24.8,synthetic
2,2026-04-26,24.88,synthetic
2,2026-04-27,24.57,synthetic
2,2026-04-28,24.68,synthetic
2,2026-04-29,25.12,synthetic
2,2026-04-30,25.47,synthetic
2,2026-05-01,24.47,synthetic
2,2026-05-02,24.54,synthetic
2,2026-05-03,25.4,synthetic
2,2026-05-04,25.72,synthetic
2,2026-05-05,24.61,synthetic
2,2026-05-06,25.34,synthetic
2,2026-05-07,25.15,synthetic
2,2026-05-08,25.04,synthetic
2,2026-05-09,25.0,synthetic
2,2026-05-10,25.3,synthetic
2,2026-05-11,25.64,synthetic
2,2026-05-12,25.43,synthetic
2,2026-05-13,25.02,synthetic
2,2026-05-14,25.27,synthetic
2,2026-05-15,25.62,synthetic
2,2026-05-16,25.83,synthetic
2,2026-05-17,26.57,synthetic
2,2026-05-18,26.22,synthetic
2,2026-05-19,25.72,synthetic
2,2026-05-20,25.46,synthetic
2,2026-05-21,24.8,synthetic
2,2026-05-22,24.62,synthetic
2,2026-05-23,25.04,synthetic
2,2026-05-24,24.97,synthetic
2,2026-05-25,25.44,synthetic
2,2026-05-26,24.83,synthetic
2,2026-05-27,25.65,synthetic
2,2026-05-28,25.85,synthetic
2,2026-05-29,26.05,synthetic
2,2026-05-30,26.15,synthetic
2,2026-05-31,25.82,synthetic
2,2026-06-01,25.96,synthetic
2,2026-06-02,26.25,synthetic
2,2026-06-03,25.99,synthetic
2,2026-06-04,24.79,synthetic
2,2026-06-05,25.21,synthetic
2,2026-06-06,24.83,synthetic
2,2026-06-07,25.23,synthetic
2,2026-06-08,26.03,synthetic
2,2026-06-09,25.72,synthetic
2,2026-06-10,25.37,synthetic
2,2026-06-11,24.43,synthetic
2,2026-06-12,24.7,synthetic
2,2026-06-13,24.18,synthetic
2,2026-06-14,24.26,synthetic
2,2026-06-15,23.81,synthetic
2,2026-06-16,24.41,synthetic
2,2026-06-17,24.15,synthetic
2,2026-06-18,24.96,synthetic
2,2026-06-19,24.59,synthetic
2,2026-06-20,24.34,synthetic
2,2026-06-21,24.88,synthetic
2,2026-06-22,24.67,synthetic
2,2026-06-23,23.99,synthetic
2,2026-06-24,24.44,synthetic
2,2026-06-25,25.16,synthetic
2,2026-06-26,24.75,synthetic
2,2026-06-27,24.61,synthetic
2,2026-06-28,25.17,synthetic
2,2026-06-29,24.49,synthetic
2,2026-06-30,24.63,synthetic
2,2026-07-01,24.22,synthetic
2,2026-07-02,24.0,synthetic
2,2026-07-03,23.53,synthetic
2,2026-07-04,23.33,synthetic
2,2026-07-05,23.77,synthetic
2,2026-07-06,24.37,synthetic
2,2026-07-07,25.07,synthetic
2,2026-07-08,25.63,synthetic
2,2026-07-09,25.71,synthetic
2,2026-07-10,24.89,synthetic
2,2026-07-11,25.83,synthetic
2,2026-07-12,25.82,synthetic
2,2026-07-13,27.37,synthetic
2,2026-07-14,27.11,synthetic
2,2026-07-15,26.92,synthetic
2,2026-07-16,26.56,synthetic
2,2026-07-17,26.62,synthetic
2,2026-07-18,27.12,synthetic
2,2026-07-19,26.57,synthetic
2,2026-07-20,26.29,synthetic
2,2026-07-21,25.95,synthetic
2,2026-07-22,26.5,synthetic
2,2026-07-23,26.3,synthetic
2,2026-07-24,26.26,synthetic
2,2026-07-25,26.38,synthetic
2,2026-07-26,26.32,synthetic
2,2026-07-27,27.25,synthetic
2,2026-07-28,28.18,synthetic
2,2026-07-29,27.85,synthetic
2,2026-07-30,26.7,synthetic
2,2026-07-31,26.07,synthetic
2,2026-08-01,26.23,synthetic
2,2026-08-02,26.78,synthetic
2,2026-08-03,26.89,synthetic
2,2026-08-04,26.64,synthetic
2,2026-08-05,26.2,synthetic
2,2026-08-06,25.51,synthetic
2,2026-08-07,25.34,synthetic
2,2026-08-08,25.75,synthetic
2,2026-08-09,25.99,synthetic
2,2026-08-10,25.64,synthetic
2,2026-08-11,25.91,synthetic
2,2026-08-12,24.89,synthetic
2,2026-08-13,24.78,synthetic
2,2026-08-14,25.53,synthetic
2,2026-08-15,25.03,synthetic
2,2026-08-16,24.49,synthetic
2,2026-08-17,24.42,synthetic
2,2026-08-18,24.81,synthetic
2,2026-08-19,25.87,synthetic
2,2026-08-20,25.17,synthetic
2,2026-08-21,25.41,synthetic
2,2026-08-22,24.58,synthetic
2,2026-08-23,24.3,synthetic
2,2026-08-24,24.0,synthetic
2,2026-08-25,23.66,synthetic
2,2026-08-26,23.72,synthetic
2,2026-08-27,23.66,synthetic
2,2026-08-28,23.26,synthetic
2,2026-08-29,23.13,synthetic
2,2026-08-30,23.73,synthetic
2,2026-08-31,23.99,synthetic
2,2026-09-01,24.33,synthetic
2,2026-09-02,24.22,synthetic
2,2026-09-03,23.81,synthetic
2,2026-09-04,23.81,synthetic
2,2026-09-05,24.07,synthetic
2,2026-09-06,23.7,synthetic
2,2026-09-07,24.26,synthetic
2,2026-09-08,24.42,synthetic
2,2026-09-09,25.03,synthetic
2,2026-09-10,24.83,synthetic
2,2026-09-11,24.27,synthetic
2,2026-09-12,23.49,synthetic
2,2026-09-13,24.05,synthetic
2,2026-09-14,24.44,synthetic
2,2026-09-15,24.61,synthetic
2,2026-09-16,23.15,synthetic
2,2026-09-17,23.07,synthetic
2,2026-09-18,23.33,synthetic
3,2026-03-23,21.97,synthetic
3,2026-03-24,21.78,synthetic
3,2026-03-25,22.3,synthetic
3,2026-03-26,21.05,synthetic
3,2026-03-27,21.2,synthetic
3,2026-03-28,21.31,synthetic
3,2026-03-29,21.52,synthetic
3,2026-03-30,21.8,synthetic
3,2026-03-31,22.27,synthetic
3,2026-04-01,23.02,synthetic
3,2026-04-02,24.37,synthetic
3,2026-04-03,24.29,synthetic
3,2026-04-04,23.8,synthetic
3,2026-04-05,23.11,synthetic
3,2026-04-06,22.34,synthetic
3,2026-04-07,21.26,synthetic
3,2026-04-08,20.93,synthetic
3,2026-04-09,21.37,synthetic
3,2026-04-10,21.52,synthetic
3,2026-04-11,21.74,synthetic
3,2026-04-12,22.17,synthetic
3,2026-04-13,22.09,synthetic
3,2026-04-14,21.69,synthetic
3,2026-04-15,22.4,synthetic
3,2026-04-16,22.84,synthetic
3,2026-04-17,22.56,synthetic
3,2026-04-18,23.11,synthetic
3,2026-04-19,22.95,synthetic
3,2026-04-20,23.11,synthetic
3,2026-04-21,23.06,synthetic
3,2026-04-22,23.19,synthetic
3,2026-04-23,22.59,synthetic
3,2026-04-24,23.8,synthetic
3,2026-04-25,23.61,synthetic
3,2026-04-26,23.37,synthetic
3,2026-04-27,22.88,synthetic
3,2026-04-28,22.97,synthetic
3,2026-04-29,23.6,synthetic
3,2026-04-30,23.34,synthetic
3,2026-05-01,22.93,synthetic
3,2026-05-02,22.68,synthetic
3,2026-05-03,23.39,synthetic
3,2026-05-04,23.78,synthetic
3,2026-05-05,23.36,synthetic
3,2026-05-06,24.47,synthetic
3,2026-05-07,24.36,synthetic
3,2026-05-08,24.97,synthetic
3,2026-05-09,24.28,synthetic
3,2026-05-10,25.08,synthetic
3,2026-05-11,24.31,synthetic
3,2026-05-12,24.64,synthetic
3,2026-05-13,25.15,synthetic
3,2026-05-14,25.37,synthetic
3,2026-05-15,25.26,synthetic
3,2026-05-16,24.95,synthetic
3,2026-05-17,24.49,synthetic
3,2026-05-18,24.67,synthetic
3,2026-05-19,24.91,synthetic
3,2026-05-20,25.05,synthetic
3,2026-05-21,24.88,synthetic
3,2026-05-22,24.53,synthetic
3,2026-05-23,24.2,synthetic
3,2026-05-24,24.03,synthetic
3,2026-05-25,23.83,synthetic
3,2026-05-26,23.26,synthetic
3,2026-05-27,23.52,synthetic
3,2026-05-28,23.32,synthetic
3,2026-05-29,22.97,synthetic
3,2026-05-30,22.98,synthetic
3,2026-05-31,23.31,synthetic
3,2026-06-01,22.97,synthetic
3,2026-06-02,22.87,synthetic
3,2026-06-03,23.72,synthetic
3,2026-06-04,23.49,synthetic
3,2026-06-05,24.01,synthetic
3,2026-06-06,23.77,synthetic
3,2026-06-07,23.92,synthetic
3,2026-06-08,24.23,synthetic
3,2026-06-09,24.73,synthetic
3,2026-06-10,24.54,synthetic
3,2026-06-11,24.02,synthetic
3,2026-06-12,24.28,synthetic
3,2026-06-13,23.91,synthetic
3,2026-06-14,24.4,synthetic
3,2026-06-15,23.72,synthetic
3,2026-06-16,23.98,synthetic
3,2026-06-17,23.74,synthetic
3,2026-06-18,24.27,synthetic
3,2026-06-19,23.67,synthetic
3,2026-06-20,23.31,synthetic
3,2026-06-21,22.81,synthetic
3,2026-06-22,22.74,synthetic
3,2026-06-23,22.87,synthetic
3,2026-06-24,22.43,synthetic
3,2026-06-25,23.34,synthetic
3,2026-06-26,23.86,synthetic
3,2026-06-27,24.06,synthetic
3,2026-06-28,23.83,synthetic
3,2026-06-29,23.55,synthetic
3,2026-06-30,24.16,synthetic
3,2026-07-01,24.17,synthetic
3,2026-07-02,23.99,synthetic
3,2026-07-03,23.38,synthetic
3,2026-07-04,24.19,synthetic
3,2026-07-05,24.59,synthetic
3,2026-07-06,24.46,synthetic
3,2026-07-07,26.07,synthetic
3,2026-07-08,25.54,synthetic
3,2026-07-09,25.57,synthetic
3,2026-07-10,25.69,synthetic
3,2026-07-11,25.55,synthetic
3,2026-07-12,25.52,synthetic
3,2026-07-13,26.13,synthetic
3,2026-07-14,26.04,synthetic
3,2026-07-15,25.51,synthetic
3,2026-07-16,25.11,synthetic
3,2026-07-17,24.79,synthetic
3,2026-07-18,24.34,synthetic
3,2026-07-19,24.4,synthetic
3,2026-07-20,24.02,synthetic
3,2026-07-21,25.04,synthetic
3,2026-07-22,25.01,synthetic
3,2026-07-23,25.89,synthetic
3,2026-07-24,25.17,synthetic
3,2026-07-25,24.96,synthetic
3,2026-07-26,24.78,synthetic
3,2026-07-27,24.28,synthetic
3,2026-07-28,24.37,synthetic
3,2026-07-29,24.72,synthetic
3,2026-07-30,24.35,synthetic
3,2026-07-31,24.52,synthetic
3,2026-08-01,25.24,synthetic
3,2026-08-02,24.81,synthetic
3,2026-08-03,25.12,synthetic
3,2026-08-04,25.42,synthetic
3,2026-08-05,25.28,synthetic
3,2026-08-06,25.05,synthetic
3,2026-08-07,24.64,synthetic
3,2026-08-08,24.29,synthetic
3,2026-08-09,24.44,synthetic
3,2026-08-10,24.92,synthetic
3,2026-08-11,24.61,synthetic
3,2026-08-12,25.04,synthetic
3,2026-08-13,24.39,synthetic
3,2026-08-14,24.3,synthetic
3,2026-08-15,24.52,synthetic
3,2026-08-16,23.92,synthetic
3,2026-08-17,24.41,synthetic
3,2026-08-18,23.99,synthetic
3,2026-08-19,23.6,synthetic
3,2026-08-20,23.43,synthetic
3,2026-08-21,23.52,synthetic
3,2026-08-22,23.13,synthetic
3,2026-08-23,23.23,synthetic
3,2026-08-24,23.69,synthetic
3,2026-08-25,24.21,synthetic
3,2026-08-26,24.11,synthetic
3,2026-08-27,23.93,synthetic
3,2026-08-28,23.54,synthetic
3,2026-08-29,23.58,synthetic
3,2026-08-30,23.19,synthetic
3,2026-08-31,23.96,synthetic
3,2026-09-01,22.79,synthetic
3,2026-09-02,23.0,synthetic
3,2026-09-03,23.25,synthetic
3,2026-09-04,23.11,synthetic
3,2026-09-05,23.64,synthetic
3,2026-09-06,23.85,synthetic
3,2026-09-07,24.17,synthetic
3,2026-09-08,23.94,synthetic
3,2026-09-09,23.15,synthetic
3,2026-09-10,23.11,synthetic
3,2026-09-11,22.94,synthetic
3,2026-09-12,22.76,synthetic
3,2026-09-13,22.93,synthetic
3,2026-09-14,23.29,synthetic
3,2026-09-15,23.19,synthetic
3,2026-09-16,23.36,synthetic
3,2026-09-17,23.34,synthetic
3,2026-09-18,23.76,synthetic
4,2026-03-23,23.3,synthetic
4,2026-03-24,23.29,synthetic
4,2026-03-25,22.63,synthetic
4,2026-03-26,23.59,synthetic
4,2026-03-27,23.42,synthetic
4,2026-03-28,23.65,synthetic
4,2026-03-29,23.37,synthetic
4,2026-03-30,23.36,synthetic
4,2026-03-31,22.76,synthetic
4,2026-04-01,22.57,synthetic
4,2026-04-02,22.54,synthetic
4,2026-04-03,21.78,synthetic
4,2026-04-04,22.26,synthetic
4,2026-04-05,22.73,synthetic
4,2026-04-06,22.83,synthetic
4,2026-04-07,22.79,synthetic
4,2026-04-08,22.61,synthetic
4,2026-04-09,23.4,synthetic
4,2026-04-10,23.7,synthetic
4,2026-04-11,22.99,synthetic
4,2026-04-12,23.22,synthetic
4,2026-04-13,23.36,synthetic
4,2026-04-14,23.68,synthetic
4,2026-04-15,23.54,synthetic
4,2026-04-16,23.2,synthetic
4,2026-04-17,22.97,synthetic
4,2026-04-18,22.5,synthetic
4,2026-04-19,22.76,synthetic
4,2026-04-20,22.36,synthetic
4,2026-04-21,22.68,synthetic
4,2026-04-22,22.61,synthetic
4,2026-04-23,22.62,synthetic
4,2026-04-24,23.12,synthetic
4,2026-04-25,23.87,synthetic
4,2026-04-26,24.69,synthetic
4,2026-04-27,24.48,synthetic
4,2026-04-28,24.77,synthetic
4,2026-04-29,24.74,synthetic
4,2026-04-30,23.92,synthetic
4,2026-05-01,24.13,synthetic
4,2026-05-02,24.67,synthetic
4,2026-05-03,24.39,synthetic
4,2026-05-04,24.55,synthetic
4,2026-05-05,24.32,synthetic
4,2026-05-06,24.19,synthetic
4,2026-05-07,24.24,synthetic
4,2026-05-08,24.53,synthetic
4,2026-05-09,25.07,synthetic
4,2026-05-10,24.73,synthetic
4,2026-05-11,25.01,synthetic
4,2026-05-12,25.49,synthetic
4,2026-05-13,25.84,synthetic
4,2026-05-14,26.01,synthetic
4,2026-05-15,24.57,synthetic
4,2026-05-16,24.49,synthetic
4,2026-05-17,23.87,synthetic
4,2026-05-18,24.13,synthetic
4,2026-05-19,24.66,synthetic
4,2026-05-20,25.15,synthetic
4,2026-05-21,24.99,synthetic
4,2026-05-22,24.87,synthetic
4,2026-05-23,24.65,synthetic
4,2026-05-24,25.25,synthetic
4,2026-05-25,25.06,synthetic
4,2026-05-26,24.48,synthetic
4,2026-05-27,24.54,synthetic
4,2026-05-28,24.54,synthetic
4,2026-05-29,24.19,synthetic
4,2026-05-30,24.69,synthetic
4,2026-05-31,24.74,synthetic
4,2026-06-01,25.52,synthetic
4,2026-06-02,25.35,synthetic
4,2026-06-03,25.37,synthetic
4,2026-06-04,25.34,synthetic
4,2026-06-05,24.48,synthetic
4,2026-06-06,24.05,synthetic
4,2026-06-07,25.47,synthetic
4,2026-06-08,25.16,synthetic
4,2026-06-09,24.82,synthetic
4,2026-06-10,24.57,synthetic
4,2026-06-11,24.56,synthetic
4,2026-06-12,24.51,synthetic
4,2026-06-13,24.31,synthetic
4,2026-06-14,24.31,synthetic
4,2026-06-15,25.18,synthetic
4,2026-06-16,25.83,synthetic
4,2026-06-17,25.94,synthetic
4,2026-06-18,26.16,synthetic
4,2026-06-19,25.96,synthetic
4,2026-06-20,25.49,synthetic
4,2026-06-21,24.82,synthetic
4,2026-06-22,24.53,synthetic
4,2026-06-23,24.51,synthetic
4,2026-06-24,24.87,synthetic
4,2026-06-25,24.07,synthetic
4,2026-06-26,24.46,synthetic
4,2026-06-27,25.07,synthetic
4,2026-06-28,24.8,synthetic
4,2026-06-29,25.13,synthetic
4,2026-06-30,24.54,synthetic
4,2026-07-01,24.49,synthetic
4,2026-07-02,23.93,synthetic
4,2026-07-03,24.37,synthetic
4,2026-07-04,24.78,synthetic
4,2026-07-05,24.67,synthetic
4,2026-07-06,24.44,synthetic
4,2026-07-07,24.83,synthetic
4,2026-07-08,24.94,synthetic
4,2026-07-09,25.48,synthetic
4,2026-07-10,24.66,synthetic
4,2026-07-11,24.66,synthetic
4,2026-07-12,24.63,synthetic
4,2026-07-13,24.85,synthetic
4,2026-07-14,24.24,synthetic
4,2026-07-15,24.05,synthetic
4,2026-07-16,24.51,synthetic
4,2026-07-17,24.56,synthetic
4,2026-07-18,24.52,synthetic
4,2026-07-19,25.12,synthetic
4,2026-07-20,24.06,synthetic
4,2026-07-21,23.64,synthetic
4,2026-07-22,23.97,synthetic
4,2026-07-23,23.7,synthetic
4,2026-07-24,23.84,synthetic
4,2026-07-25,23.69,synthetic
4,2026-07-26,23.42,synthetic
4,2026-07-27,24.2,synthetic
4,2026-07-28,24.33,synthetic
4,2026-07-29,24.31,synthetic
4,2026-07-30,24.39,synthetic
4,2026-07-31,24.42,synthetic
4,2026-08-01,24.26,synthetic
4,2026-08-02,24.51,synthetic
4,2026-08-03,24.6,synthetic
4,2026-08-04,24.92,synthetic
4,2026-08-05,24.57,synthetic
4,2026-08-06,24.74,synthetic
4,2026-08-07,24.59,synthetic
4,2026-08-08,24.26,synthetic
4,2026-08-09,24.12,synthetic
4,2026-08-10,24.7,synthetic
4,2026-08-11,24.31,synthetic
4,2026-08-12,23.83,synthetic
4,2026-08-13,24.7,synthetic
4,2026-08-14,24.54,synthetic
4,2026-08-15,24.9,synthetic
4,2026-08-16,24.8,synthetic
4,2026-08-17,24.17,synthetic
4,2026-08-18,24.73,synthetic
4,2026-08-19,22.85,synthetic
4,2026-08-20,22.67,synthetic
4,2026-08-21,22.22,synthetic
4,2026-08-22,22.15,synthetic
4,2026-08-23,21.62,synthetic
4,2026-08-24,21.57,synthetic
4,2026-08-25,22.13,synthetic
4,2026-08-26,22.78,synthetic
4,2026-08-27,22.31,synthetic
4,2026-08-28,22.94,synthetic
4,2026-08-29,23.09,synthetic
4,2026-08-30,23.19,synthetic
4,2026-08-31,22.37,synthetic
4,2026-09-01,21.74,synthetic
4,2026-09-02,21.5,synthetic
4,2026-09-03,22.07,synthetic
4,2026-09-04,23.12,synthetic
4,2026-09-05,23.38,synthetic
4,2026-09-06,23.82,synthetic
4,2026-09-07,24.36,synthetic
4,2026-09-08,24.49,synthetic
4,2026-09-09,25.33,synthetic
4,2026-09-10,25.07,synthetic
4,2026-09-11,24.78,synthetic
4,2026-09-12,24.92,synthetic
4,2026-09-13,24.74,synthetic
4,2026-09-14,23.55,synthetic
4,2026-09-15,23.62,synthetic
4,2026-09-16,22.87,synthetic
4,2026-09-17,22.28,synthetic
4,2026-09-18,21.69,synthetic
5,2026-03-23,21.75,synthetic
5,2026-03-24,22.5,synthetic
5,2026-03-25,22.3,synthetic
5,2026-03-26,22.11,synthetic
5,2026-03-27,21.75,synthetic
5,2026-03-28,22.63,synthetic
5,2026-03-29,21.13,synthetic
5,2026-03-30,21.39,synthetic
5,2026-03-31,21.35,synthetic
5,2026-04-01,22.4,synthetic
5,2026-04-02,22.07,synthetic
5,2026-04-03,22.42,synthetic
5,2026-04-04,22.53,synthetic
5,2026-04-05,23.14,synthetic
5,2026-04-06,22.42,synthetic
5,2026-04-07,23.05,synthetic
5,2026-04-08,23.56,synthetic
5,2026-04-09,22.7,synthetic
5,2026-04-10,22.0,synthetic
5,2026-04-11,22.28,synthetic
5,2026-04-12,22.22,synthetic
5,2026-04-13,21.72,synthetic
5,2026-04-14,22.5,synthetic
5,2026-04-15,22.67,synthetic
5,2026-04-16,22.85,synthetic
5,2026-04-17,22.89,synthetic
5,2026-04-18,23.15,synthetic
5,2026-04-19,23.48,synthetic
5,2026-04-20,24.5,synthetic
5,2026-04-21,25.13,synthetic
5,2026-04-22,25.75,synthetic
5,2026-04-23,25.51,synthetic
5,2026-04-24,24.96,synthetic
5,2026-04-25,25.15,synthetic
5,2026-04-26,24.67,synthetic
5,2026-04-27,24.77,synthetic
5,2026-04-28,25.05,synthetic
5,2026-04-29,25.69,synthetic
5,2026-04-30,25.16,synthetic
5,2026-05-01,25.36,synthetic
5,2026-05-02,24.96,synthetic
5,2026-05-03,26.48,synthetic
5,2026-05-04,25.96,synthetic
5,2026-05-05,25.67,synthetic
5,2026-05-06,26.1,synthetic
5,2026-05-07,25.28,synthetic
5,2026-05-08,25.57,synthetic
5,2026-05-09,26.27,synthetic
5,2026-05-10,24.15,synthetic
5,2026-05-11,24.56,synthetic
5,2026-05-12,25.6,synthetic
5,2026-05-13,25.06,synthetic
5,2026-05-14,25.15,synthetic
5,2026-05-15,23.98,synthetic
5,2026-05-16,24.34,synthetic
